season,player,team,source_conference,class,A10,ACC,AE,AMER,ASUN,B10,B12,BE,BSKY,BSTH,BW,CAA,CUSA,HORZ,IND,Ivy,MAAC,MAC,MEAC,Mountain West,MVC,NEC,OVC,P12,PAT,SB,SC,SEC,SLND,SUM,SWAC,WAC,WCC
2026,Ella Wedin,Saint Mary's,WCC,Junior,C-,D-,C+,D+,C+,D-,D-,D,D,B+,B,D+,C-,C+,C-,C,B,C+,C+,C-,C-,B,C+,D-,C+,C-,C,F,C+,C,B-,D+,C-
2026,Emily Foy,Saint Mary's,WCC,Junior,B-,D+,B,C+,B,C-,C-,C+,C,A+,A,B,B-,B-,B-,B-,B+,B+,B+,B-,B-,A-,B,D+,B+,B,B,D+,B+,B,B+,B-,B
2026,Jada Hunter,Saint Mary's,WCC,Junior,C,D,B,C-,B-,D,D,D+,D+,A-,B+,C-,C+,B-,C+,C+,B-,B-,B+,C,C,A-,B,D-,B,C+,B,D-,B,C+,B+,C,C+
2026,Mauriana Hashemian-Orr,Saint Mary's,WCC,Sophomore,C+,D,B-,C,B,D,D+,C-,D+,A-,A-,C,C+,C+,C+,B-,B+,B,B-,C+,C+,B+,C+,D,B-,B-,C+,D,B-,B-,B-,C+,C+
2026,Carys Roy,Saint Peter's,MAAC,Junior,D+,D-,C,D,C+,D-,D-,D,D,B+,B-,C-,D+,C-,C,C,C+,C+,C+,D+,D+,B,C,D-,C+,C-,C,F,C+,C,C+,D+,C-
2026,De'Naya Rippey,Saint Peter's,MAAC,Sophomore,D,D-,B-,D,C,D-,D-,D-,D-,B,B-,C+,D,C+,C-,C-,B-,C,B,D+,D+,B+,B-,F,B-,C-,B-,F,B-,C-,B,D,D+
2026,Eszter Turi,Saint Peter's,MAAC,Junior,D-,F,D+,F,D-,F,F,F,F,C-,D+,D,D-,D,D,D,D+,D,D+,D-,D-,C,D,F,D+,D-,D,F,D+,D-,D+,D-,D-
2026,Jada Mills,Saint Peter's,MAAC,Junior,C-,D,D,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D,C,D,D+,D+,B,B+,D,B-
2026,Jayshlynn Vega,Saint Peter's,MAAC,Freshman,D-,F,D,D-,D,F,F,D-,D-,C,C-,D,D-,D-,D,D,D+,D+,D+,D-,D-,C,D,F,D,D-,D,F,D+,D-,D+,D-,D-
2026,Jineen Ayyash,Saint Peter's,MAAC,Sophomore,D,D-,F,D,C+,D-,D-,D,D+,C,C+,D-,D,D+,C-,C+,C+,C-,F,D+,D+,F,F,D-,F,D,F,D-,F,C+,B-,D-,C-
2026,Nikola Zdenkova,Saint Peter's,MAAC,Sophomore,D-,F,D+,D-,D,F,F,D-,D-,C+,C,D,D-,C+,D,D+,C-,D+,C-,D,D,C+,D+,F,D+,D,D+,F,D+,D,C-,D-,D
2026,Sierra Patricio,Saint Peter's,MAAC,Freshman,C,D+,C-,C,B,D+,D+,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,B-,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2026,Aubrey Blankenship,Samford,SC,Junior,F,F,D,F,D-,F,F,F,F,D+,D+,D,F,D+,D-,D-,D,D,D,D-,D-,C-,D,F,D,F,D,F,D,D-,D,D-,D-
2026,Avary Brewer,Samford,SC,Freshman,D+,D,D-,D+,B-,D,D+,C-,C+,B,B-,D,C-,C,C,B-,B-,C+,D,C,C+,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2026,Briana Rivera,Samford,SC,Sophomore,D+,D-,B,D+,C+,D-,D-,D,D,B+,B,C+,C-,B,C,C,B-,C+,B,C-,C-,A-,B-,D-,B-,C-,B-,F,B,C,B,D+,C-
2026,Carla Baguda,Samford,SC,Freshman,C-,D-,C+,D+,C+,D-,D-,D,D,B+,B,C-,C-,C-,C,C+,B,C+,C+,C-,C-,B,C+,D-,C+,C,C,D-,C+,C+,C+,C-,C-
2026,Francie Morris,Samford,SC,Freshman,B-,C,B+,B-,A,C+,C+,B-,B,A-,A-,C,B-,B,B,B+,A-,B,B+,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2026,Kaylee Yarbrough,Samford,SC,Freshman,C,D,B+,C-,B-,D,D,D+,D+,A-,B+,C-,C+,B,C+,C+,B,B-,B+,C,C+,A,B,D-,B+,C+,B,D-,B+,C+,B+,C,C+
2026,Martha Bishop,Samford,SC,Junior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B,B,B+,B-,B-,B-,B-,B,C+,C-,C+,B-,C+,C,C+,B+,A-,D+,B
2026,Alaisha Brown,Sam Houston St.,CUSA,Junior,C-,D,D,D+,B-,D,D+,C-,C+,B,B,D+,C-,C,C,B-,B,C+,D,C+,C+,C-,D,D,D,C-,D,D,D,B-,B+,D,C+
2026,Bryana Block,Sam Houston St.,CUSA,Junior,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,D+,C-,D-,B-,B-,C+,D-,C,C,D,D-,D,D-,C-,F,D,D-,B-,B,D,C+
2026,Esther Rodellar,Sam Houston St.,CUSA,Junior,C+,C-,C+,C,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B-,B-,B-,B-,B,C+,C-,C+,C+,C+,C-,C+,B,A-,D+,B
2026,Kaylie Carr,Sam Houston St.,CUSA,Freshman,D,D-,F,D,C+,D-,D-,D,C-,C+,C+,D-,D,D+,D+,C+,C+,C-,F,D+,D+,F,F,D-,F,D,F,D-,F,C+,B-,D-,C-
2026,Ayla Williams,San Diego,WCC,Freshman,C+,D,B,C,B,D,D+,C-,D+,A,A-,B-,C+,B-,B-,B-,B+,B,B+,C+,C+,A-,B,D,B,B-,B-,D,B,B-,B,C+,C+
2026,Dresha Moore,San Diego,WCC,Sophomore,D-,F,D-,D-,D,F,F,D-,D-,C,C-,D-,D-,C,D+,D,D-,D+,D,D-,D-,D+,D-,F,D-,D-,D-,F,D,D-,D,D-,D-
2026,Eva Ruse,San Diego,WCC,Sophomore,C+,D+,B,C+,B,D+,D+,C,C-,A,A-,B,B-,B-,B-,B-,B+,B,B+,C+,B-,A-,B,D,B,B-,B,D,B,B,B,C+,B-
2026,Helen Holley,San Diego,WCC,Sophomore,C-,D-,B-,D+,C+,D,D,D+,D,B+,B,C+,C,C+,C+,C+,B,C+,B-,C,C,B+,C+,D-,B-,C+,C+,D-,B-,C+,B-,C-,C
2026,Jessica Ajayi,San Diego,WCC,Freshman,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D+,C,D,D+,D+,B,B+,D,B-
2026,Kylie Ray,San Diego,WCC,Sophomore,D+,D-,B,D,C+,D-,D-,D,D,B+,B-,C-,D+,B-,C+,C,B,C+,B,C-,C-,A-,B,D-,B,C-,B-,F,B,C,B,D+,C-
2026,Lilly Amor,San Diego,WCC,Sophomore,D+,D-,C,D,C-,D-,D-,D,D-,B,B-,C-,D,C-,C-,C-,C+,C,C+,C-,D+,B,C,F,C,D+,C,F,C+,C-,C+,D,D+
2026,Malia Tharpe,San Diego,WCC,Junior,C-,D+,C-,C-,B,D+,D+,C,B-,B+,B,D+,C+,C+,C+,B-,B,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2026,Olivia Owens,San Diego,WCC,Freshman,C-,D-,B,D+,C+,D-,D-,D,D,B+,B,C+,C-,C+,C+,C+,B,C+,B,C-,C-,B+,B-,D-,B-,C,B-,D-,B,C+,B,C-,C
2026,Ysabella Von Seipler,San Diego,WCC,Freshman,B-,C,B+,B-,A-,C,C+,B-,B,A-,A-,C+,B-,B,B-,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,A-,B+,A,C,B+
2026,Alyssa Jackson,San Diego St.,MWC,Sophomore,C+,D,B+,C,B-,D,D+,C-,D+,A-,A-,C+,C+,B,B-,B-,A-,B-,B+,C+,C+,A,B,D,B+,B-,B,D,B+,B-,B+,C+,C+
2026,Bailey Barnhard,San Diego St.,MWC,Sophomore,B+,B-,A,A-,A,B-,B-,B+,B,A+,A+,A,A-,A,B+,A-,A+,A+,A+,A-,A-,A+,A,B-,A,A,A,B-,A,A-,A-,A-,A-
2026,CJ Latta,San Diego St.,MWC,Sophomore,C+,D,B+,C,B-,D,D+,C-,D+,A,A-,C+,C+,B,C+,B-,A-,B,B+,C+,C+,A,B,D,B+,B-,B,D,B+,B-,B+,C+,B-
2026,Kaelyn Hamilton,San Diego St.,MWC,Sophomore,B+,B-,A+,A-,A,C+,B-,B,B,A+,A+,A,A-,A,B+,B+,A-,A,A+,A-,B+,A+,A,C+,A+,A-,A,C+,A,A-,A+,A-,A-
2026,Kendall Mosley,San Diego St.,MWC,Freshman,C+,C-,B,C+,B+,C,C,C+,B,B+,A-,C,B-,B-,C+,B,A-,B,B,B,B-,A-,B,C,B,B-,B-,C,B,B+,A,C-,B
2026,Kennedy Lee,San Diego St.,MWC,Junior,B,C+,A,B+,A,C+,C+,B,B-,A+,A+,A,B+,A,B+,B+,A,A,A+,B+,B+,A+,A,C+,A,A-,A,C+,A,A-,A,B+,B+
2026,Maria Konstantinidou,San Diego St.,MWC,Junior,C,D,C+,C-,B-,D,D,D+,D+,A-,B+,C,C+,C,C+,C+,B+,B-,B-,C,C+,B,C+,D-,C+,C+,C+,D-,C+,C+,B-,C,C+
2026,Naomi Panganiban,San Diego St.,MWC,Sophomore,A-,B-,A,A-,A,B-,B,B+,B,A+,A+,A,A-,A-,B+,A-,A+,A+,A+,A,A-,A+,A,B-,A,A,A,B-,A,A-,A-,A-,A-
2026,Nat Martinez,San Diego St.,MWC,Sophomore,B,C,A,B,B+,C,C,B-,C+,A+,A+,A-,B,B+,B,B,A-,A-,A,B,B,A+,A-,C-,A,B+,A-,C,A,B+,A+,B,B+
2026,Aina Cargol,San Francisco,WCC,Freshman,C+,D+,B,C+,B,D+,D+,C,C-,A,A-,B-,B-,B-,B-,B-,B,B,B,C+,C+,A-,B,D,B,B,B-,D,B,B-,B,C+,B-
2026,Candy Edokpaigbe,San Francisco,WCC,Sophomore,B+,B-,A+,A-,A,B-,B-,B+,B,A+,A+,A+,A-,A,B+,A-,A,A+,A+,A-,A-,A+,A,C+,A+,A,A,B-,A+,A-,A-,A-,A-
2026,Michelle Ugwah,San Francisco,WCC,Sophomore,C+,C-,B-,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,C+,C,B-,B-,C+,C,B-,B+,A-,C-,B
2026,Natasa Tausova,San Francisco,WCC,Freshman,B-,D+,B+,C+,B+,C-,C-,C+,C,A+,A,B,B-,B,B-,B-,A-,B+,A-,B-,B-,A,B+,D+,B+,B,B,D+,B+,B,B+,B-,B
2026,Nevaeh Ferrara Horne,San Francisco,WCC,Junior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B,C+,C-,C+,C+,C+,C-,C+,B,A-,D+,B
2026,Noelia Mourino,San Francisco,WCC,Freshman,C,D,B-,C-,B-,D,D,D+,D,A-,B+,C+,C,C+,C+,C+,C+,B-,B,C,C+,B+,B-,D-,B-,C+,B-,D-,B-,C+,B,C,C+
2026,Paula Tirado,San Francisco,WCC,Junior,B-,C,B+,B-,A-,C+,C+,B-,B,A-,A-,C,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,B+,B+,A,C,B+
2026,Allie Cummins,San Jose St.,MWC,Junior,D-,F,C,D-,D+,F,F,D-,D-,B-,C+,D+,D-,C+,C-,D+,C,D+,C+,D,D,B-,C-,F,C,D,C-,F,C,D,C+,D,D
2026,Amelie Sitterud,San Jose St.,MWC,Junior,D-,F,D+,D-,D+,F,F,D-,D-,C+,C,D,D-,C+,D+,D+,C-,D+,C-,D,D,C+,D+,F,D+,D,D+,F,C-,D,C-,D-,D
2026,Carla Fuster,San Jose St.,MWC,Freshman,D-,F,D+,D-,D+,F,F,D-,D-,B-,C,D,D-,D,D+,D+,D+,C-,D+,D,D,C,D,F,D+,D,D,F,D+,D,D+,D,D
2026,Gabriela Pato,San Jose St.,MWC,Freshman,C+,D,B+,C,B-,D,D+,C-,D+,A-,A-,B,C+,B,C+,C+,B+,B,A-,C+,C+,A,B+,D,B+,C+,B,D,B+,B-,B+,C+,C+
2026,Harisa Mehmedovic,San Jose St.,MWC,Junior,D,D-,F,D,C+,D-,D,D,C-,C+,C+,D,D,C-,C-,C+,B-,C,F,C-,C-,D-,F,D,F,D+,F,D-,F,C+,B,D-,C
2026,Kaliyah Dillard,San Jose St.,MWC,Junior,D,D-,C-,D,C-,D-,D-,D-,D-,B-,C+,D+,D,D+,C-,C-,C-,C,C,D+,D+,B-,C-,F,C-,D+,D+,F,C-,D+,C,D,D+
2026,Maya Anderson,San Jose St.,MWC,Junior,D,D-,B-,D,C,D-,D-,D-,D-,B,B-,C+,D,C+,C-,C-,B-,C+,B-,D+,D+,B+,C+,F,B-,C-,C+,F,B-,C-,B-,D,D+
2026,Mecca Alexander,San Jose St.,MWC,Sophomore,D+,D,D-,D+,B-,D,D,D+,C+,B-,B-,D,C-,C,D+,B-,B,C+,D-,C,C,D+,D-,D,D-,C-,D-,D,D,B-,B,D,C+
2026,Rylei Waugh,San Jose St.,MWC,Junior,B-,C,B,C+,A-,C,C+,C+,B,B+,A-,C,B-,B-,B,B+,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2026,Stella Sgro,San Jose St.,MWC,Sophomore,D-,F,C-,D-,D+,F,F,D-,D-,C+,C,D+,D-,D+,D+,D+,C-,C-,C,D,D,B-,C-,F,C-,D,D+,F,C-,D,C,D-,D
2026,Aniya Hooker,Santa Clara,WCC,Sophomore,C+,D+,B,C+,B,D+,D+,C,C-,A,A,C+,B-,B,B-,B-,A-,B,B+,C+,B-,A-,B,D,B,B,B,D,B,B,A,B-,B-
2026,Ava Schmidt,Santa Clara,WCC,Junior,B+,B-,A+,A-,A,B-,B-,B,B,A+,A+,A+,A-,A+,B+,A-,A,A,A+,A-,A-,A+,A+,C+,A+,A,A+,C+,A+,A-,A+,A-,A-
2026,Delainey Miller,Santa Clara,WCC,Freshman,C+,D+,B,C+,B,D+,D+,C,C-,A,A,C+,B-,B,B-,B-,B+,B,B,C+,B-,A-,B,D,B,B,B-,D+,B,B,A,B-,B-
2026,Kate Schat,Santa Clara,WCC,Freshman,C+,C-,B-,C+,B,C-,C,C+,B-,B+,B+,C-,C+,B-,C+,B,A-,B,B,B-,B-,B+,B-,C,B-,C+,C+,C-,B-,B+,A-,C-,B
2026,Kylee Fox,Santa Clara,WCC,Junior,B-,C-,A-,B-,B+,C-,C-,C+,C,A+,A,B-,B,B,B,B,A-,B+,A,B,B-,A,A-,D+,A-,B,B+,D+,A-,B,A,B,B
2026,Maia Jones,Santa Clara,WCC,Junior,A-,B-,A+,A-,A,B-,B,B+,B,A+,A+,A+,A-,A+,A-,A-,A+,A+,A+,A,A-,A+,A+,B-,A+,A,A+,B-,A+,A-,A-,A-,A-
2026,Tyler Gildersleeve-Stiles,Santa Clara,WCC,Freshman,C,D,C+,C-,C+,D,D,D+,D,B+,B,C,C,C+,C+,C+,C+,C+,B-,C,C,B,C+,D-,C+,C+,C+,D-,C+,C+,B-,C,C
2026,Chloe Emanga,Seattle,WCC,Freshman,D-,F,D,F,D,F,F,F,D-,C-,C-,D-,D-,D-,D,D,D,D,D,D-,D-,C-,D,F,D,D-,D,F,D,D-,D,D-,D-
2026,Dylan Mogel,Seattle,WCC,Freshman,D-,F,D,F,D,F,F,F,D-,C-,C-,D-,D-,D-,D,D,D,D+,D,D-,D-,D+,D-,F,D,D-,D-,F,D,D-,D,D-,D-
2026,Fia Proctor,Seattle,WCC,Sophomore,C,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C+,B-,B,C+,D+,C+,C+,C+,D+,D+,D+,C,D,D+,D+,B,B+,D,B-
2026,Jana Vesic,Seattle,WCC,Freshman,D-,F,D,F,D-,F,F,F,F,C-,D+,D-,D-,D-,D-,D-,D,D,D,D-,D-,C-,D-,F,D,D-,D,F,D,D-,D,D-,D-
2026,Lucija Milkovic,Seattle,WCC,Junior,D-,F,D+,D-,D+,F,F,D-,D-,C+,C,D,D-,D,D+,D+,D+,D+,D+,D,D,C,D,F,D+,D-,D,F,D+,D,D+,D-,D
2026,Lucy Larson,Seattle,WCC,Sophomore,D,D-,F,D,C+,D-,D,D,C-,C+,C+,D,D,C-,C,C+,B-,C,F,C-,C-,D-,F,D,F,D+,F,D-,F,C+,B,D-,C
2026,Sydnie Rodriguez,Seattle,WCC,Sophomore,D-,F,D+,D-,D,F,F,D-,D-,C,C-,D,D-,D,D+,D,D+,D+,D+,D,D-,C+,D+,F,D+,D-,D,F,D+,D,C-,D-,D-
2026,Ari Woodard,Seton Hall,BE,Freshman,B-,C+,A-,B-,A-,C+,C+,B-,B+,A-,A,C+,B,B,B,B+,A,B+,A,B,B,A,A-,C+,A-,B,B+,C+,A-,B+,A,C,B+
2026,Cam Rust,Seton Hall,BE,Sophomore,C+,C,B+,C+,A-,C,C,C+,B,A-,A-,C,B-,B-,B,B+,A-,B,B+,B,B-,A,B,C+,B+,B,B,C,B+,B+,A,C,B+
2026,Ja'Kahla Craft,Seton Hall,BE,Sophomore,A-,B,A+,A,A,B-,B,B+,B+,A+,A+,A+,A,A+,A-,A-,A,A+,A+,A,A,A+,A+,B-,A+,A,A+,B-,A+,A,A,A,A
2026,Jada Eads,Seton Hall,BE,Sophomore,A-,B,A+,A,A,B,B,B+,B+,A+,A+,A+,A,A+,A-,A,A+,A+,A+,A,A,A+,A+,B-,A+,A+,A+,B,A+,A,A,A,A
2026,Jordana Codio,Seton Hall,BE,Junior,B,C-,B+,B-,B+,C,C,C+,C+,A+,A+,B,B,B,B,B,A-,B+,A-,B,B,A,B+,C-,B+,B+,B,C-,B+,B+,B+,B,B
2026,Natalia Hall-Rosa,Seton Hall,BE,Freshman,B-,C+,A-,B-,A-,C+,C+,B-,B+,A-,A,C+,B,B,B,B+,A,B+,A,B,B,A,A-,C+,A-,B,A-,C+,A-,B+,A,C,B+
2026,Savanna Jones,Seton Hall,BE,Junior,C+,C-,B,C+,B+,C-,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B+,B,B-,A-,B,C,B,B-,B-,C,B,B+,A,C-,B
2026,Savannah Catalon,Seton Hall,BE,Junior,A,B+,A+,A+,A+,B+,B+,A-,A,A+,A+,A+,A+,A+,A,A+,A+,A+,A+,A+,A+,A+,A+,B+,A+,A+,A+,B,A+,A+,A+,A+,A
2026,Zahara Bishop,Seton Hall,BE,Freshman,B-,D+,B,C+,B+,C-,C-,C+,C,A+,A,B,B-,B,B,B-,A,B+,B+,B-,B-,A-,B,D+,B+,B,B,D+,B+,B,B+,B-,B
2026,Alden Yergey,Siena,MAAC,Junior,D-,F,D,D-,D+,F,F,D-,D-,C+,C,D,D-,D-,D+,D+,D,D+,D,D,D,C-,D,F,D,D,D,F,D,D,D,D-,D
2026,Azera Gates,Siena,MAAC,Freshman,D+,D,D,D+,B-,D,D+,C-,C+,B,B-,D,C-,C,C-,B-,B,C+,D,C,C,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2026,Caydence Hadley,Siena,MAAC,Junior,D+,D-,C-,D,C,D-,D-,D,D,B+,B-,D+,D+,D+,C,C,B-,C+,C,D+,D+,B-,C-,D-,C-,C-,D+,F,C-,C,C,D+,D+
2026,Dallas Pierce,Siena,MAAC,Junior,D+,D,D-,D+,B-,D,D,D+,C+,B-,B-,D,C-,C,C-,B-,B,C+,D-,C,C,D+,D-,D,D-,C-,D-,D,D,B-,B,D,C+
2026,Francesca Schiro,Siena,MAAC,Freshman,B-,C-,A,B-,B+,C-,C-,C+,C+,A+,A,A,B,A-,B,B,A-,B+,A+,B,B,A+,A,D+,A,B+,A,C-,A,B,A,B,B
2026,Genevive Wedemeyer,Siena,MAAC,Junior,D+,D-,C,D,C+,D-,D-,D,D,B+,B-,C-,D+,C-,C,C,B-,C+,C+,C-,C-,B,C,D-,C+,C-,C,F,C+,C,C+,D+,C-
2026,Kaiya Rain Tucker,Siena,MAAC,Freshman,C+,D+,B+,C+,B,D+,D+,C,C-,A,A,B,B-,B,B-,B-,A-,B,B+,C+,B-,A,B,D,B+,B,B,D+,B+,B,B+,B-,B-
2026,Nicole Melious,Siena,MAAC,Junior,D+,D-,B-,D,C+,D-,D-,D,D,B+,B-,C-,D+,B-,C+,C,B,C+,B,C-,C-,B+,B-,D-,B-,C-,B-,F,B-,C,B,D+,C-
2026,Olivia Watkins,Siena,MAAC,Freshman,C,C-,C,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,C+,B-,B,C,C-,C+,C+,C,C-,C+,B,A-,D+,B
2026,Adriana Blazquez,SIU Edwardsville,OVC,Sophomore,D-,F,C-,D-,D,F,F,D-,D-,C,C-,D+,D-,D+,D+,D,C-,D+,C-,D,D,C+,D+,F,C-,D-,D+,F,C-,D,C-,D-,D-
2026,Ava Gugliuzza,SIU Edwardsville,OVC,Junior,D+,D-,B-,D+,C+,D-,D-,D,D,B+,B,C+,C-,C+,C,C,B-,C+,B-,C-,C-,B+,C+,D-,B-,C-,C+,F,B-,C,B-,D+,C-
2026,Emiyah Cobb,SIU Edwardsville,OVC,Sophomore,D,D-,F,D,C+,D-,D,D,C-,C+,C+,D,D,D+,D,C+,C+,C,F,C-,D+,F,F,D-,F,D+,F,D-,F,C+,B-,D-,C-
2026,Kendal George,SIU Edwardsville,OVC,Junior,C+,C-,B-,C+,B,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B+,C+,C,B-,C+,C+,C-,B-,B+,A-,C-,B
2026,Kiyoko Proctor,SIU Edwardsville,OVC,Freshman,B-,C-,A,B-,B+,C-,C-,C+,C,A+,A,A-,B,B+,B,B,A-,B+,A,B-,B-,A+,A-,D+,A,B,A-,D+,A,B,A,B,B
2026,Lauren Miller,SIU Edwardsville,OVC,Freshman,D+,D-,B-,D,C+,D-,D-,D,D,B+,B-,D+,D+,B-,C,C,B,C+,B,D+,D+,B+,B-,D-,B-,C-,C+,F,B-,C,B,D+,C-
2026,Rory Conboy,SIU Edwardsville,OVC,Sophomore,C-,D+,D+,C-,B,D+,D+,C,C+,B,B,D+,C,C+,C+,B-,B,C+,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,D+,B,B+,D,B-
2026,Anaya Brown,SMU,ACC,Junior,C+,D,B+,C,B-,D,D+,C-,D+,A-,A-,C,C+,B-,B-,B-,B,B,A-,C+,C+,A,B+,D,B+,B-,B,D,B+,B-,B+,C+,C+
2026,Elizaveta Filchagina,SMU,ACC,Freshman,D+,D,D-,D,B-,D,D,D+,C,B-,B-,D,D+,C-,C,C+,B-,C,D-,C,C-,D,F,D,F,D+,F,D,D-,C+,B,D,C
2026,Jasmine Gipson,SMU,ACC,Freshman,D,D-,D+,D-,C-,D-,D-,D-,D-,B-,C+,D,D,C,C-,C-,C+,C,C-,D+,D+,C+,D+,F,D+,D+,D+,F,C-,D+,C-,D,D+
2026,Miriam Ibezim,SMU,ACC,Junior,D+,D-,C,D+,C+,D-,D-,D,D,B+,B,C-,C-,C-,C,C,C,C+,C+,C-,C-,B-,C,D-,C,C,C-,F,C,C,C+,D+,C-
2026,Sahnya Jah,SMU,ACC,Junior,D,D-,C-,D,C-,D-,D-,D-,D-,B,C+,D+,D,B-,C,C-,C+,C,C+,D+,D+,B-,C-,F,C-,D+,C-,F,C,C-,C,D,D+
2026,Zahra King,SMU,ACC,Sophomore,C+,D,B+,C,B,D,D+,C-,D+,A,A-,C+,C+,B,B-,B-,A,B,A-,C+,C+,A,B+,D,B+,B-,B+,D,B+,B-,B+,C+,B-
2026,Amyah Sutton,South Alabama,SB,Junior,C,D,B,D+,B-,D,D,D+,D,B+,B,C-,C,B-,C+,C+,B+,C+,B+,C,C,A-,B,D-,B,C+,B,D-,B,C+,B,C,C
2026,Aroa Mangas,South Alabama,SB,Sophomore,C+,C-,C+,C+,B,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B,C+,C-,C+,C+,C+,C-,B-,B,A-,D+,B
2026,Chrysta Narcisse,South Alabama,SB,Sophomore,C,D,B-,C-,B-,D,D,D+,D,A-,B+,C+,C,C+,C+,C+,B-,B-,B,C,C,B+,B-,D-,B-,C+,B-,D-,B-,C+,B,C,C
2026,Diawna Carter-Hartley,South Alabama,SB,Junior,C+,D+,A-,C+,B,D+,D+,C,C-,A,A-,C+,B-,B,B-,B-,B+,B,A,C+,B-,A,A-,D,A-,B,A-,D,A-,B,A,C+,B-
2026,Tamara Ortiz,South Alabama,SB,Sophomore,C,D,B-,C-,B-,D,D,D+,D,A-,B+,C-,C,C+,C+,C+,B-,B-,B-,C,C,B+,C+,D-,B-,C+,C+,D-,B-,C+,B-,C,C+
2026,Adhel Tac,South Carolina,SEC,Sophomore,B,B-,A+,B+,A,B-,B,B,A-,A,A+,B-,B+,B+,B+,A-,A,A-,A+,A-,B+,A+,A+,B-,A+,A-,A+,B-,A+,A-,A+,B-,A-
2026,Agot Makeer,South Carolina,SEC,Freshman,A+,A-,A+,A+,A+,B+,A-,A,A,A+,A+,A+,A+,A+,A,A+,A+,A+,A+,A+,A+,A+,A+,B+,A+,A+,A+,B+,A+,A+,A+,A+,A+
2026,Alicia Tournebize,South Carolina,SEC,Freshman,B,B-,A+,B,A,C+,B-,B,B+,A,A,B-,B,B,B+,A-,A,B+,A+,B+,B+,A+,A,B-,A+,B+,A,B-,A,A-,A,C+,B+
2026,Ayla McDowell,South Carolina,SEC,Freshman,A,B,A+,A,A+,B,B+,B+,B+,A+,A+,A+,A,A+,A-,A,A+,A+,A+,A,A,A+,A+,B,A+,A+,A+,B,A+,A,A+,A+,A
2026,Joyce Edwards,South Carolina,SEC,Sophomore,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+
2026,Maddy McDaniel,South Carolina,SEC,Sophomore,A+,A,A+,A+,A+,A-,A,A,A+,A+,A+,A+,A+,A+,A,A+,A+,A+,A+,A+,A+,A+,A+,A-,A+,A+,A+,B+,A+,A+,A+,A+,A+
2026,Tessa Johnson,South Carolina,SEC,Junior,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+
2026,Ariana Simmons,South Carolina St.,MEAC,Junior,D+,D,D-,D+,C+,D,D,D+,C,B-,B-,D,D+,C-,C-,B-,B,C+,D-,C,C,D,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2026,DaH'Neisha Blige,South Carolina St.,MEAC,Junior,C,D+,C+,C,B+,C-,C-,C,B-,B+,B+,C-,C+,B-,C+,B,B+,B-,C+,B-,B-,B,C+,C-,C+,C+,C,C-,C+,B,A-,D+,B
2026,Dream Watson,South Carolina St.,MEAC,Freshman,D-,D-,F,D-,C,D-,D-,D,D+,C,C,D-,D,D,D,C,C+,C-,F,D+,D+,F,F,D-,F,D,F,F,F,C,B-,D-,D+
2026,Heaven Harper,South Carolina St.,MEAC,Junior,F,F,D-,F,D-,F,F,F,F,D+,D+,D-,D-,F,D-,D-,D-,D,D-,D-,D-,D,D-,F,D-,F,F,F,D-,D-,D-,D-,D-
