season,player_name,team,position,class,draft_pick,age,listed_height,statistical_height,height_delta_inches,height_delta_percentile,feel_plus,feel_plus_percentile,rimfluence,rimfluence_off,rimfluence_def,rimfluence_percentile,poss_created_100,poss_created_100_percentile,gp,mpg,min_pct
2026,Amani Bartlett,Houston,F,Sr,,21.5,"6'3""","6'0""",-2.6,9.33,73.17,18.81,N/A,N/A,N/A,,7.07,0.87,24.0,11.7,23.5
2026,Nene Sow,Oregon St.,C,Sr,,21.5,"6'8""","6'3""",-5.01,0.71,104.65,59.13,N/A,N/A,N/A,,12.91,15.37,33.0,12.2,30.7
2026,Mallory Collier,N.C. State,F,Jr,,20.5,"6'3""",N/A,,,61.18,8.51,N/A,N/A,N/A,,13.49,18.07,16.0,7.0,8.6
2026,Tessa Grady,Coastal Carolina,G,Jr,,20.5,"6'2""","5'11""",-3.12,5.2,69.43,15.02,N/A,N/A,N/A,,18.19,50.43,30.0,31.9,80.6
2026,Jermesha Frierson,Delaware St.,G,Jr,,20.5,"5'7""",N/A,,,108.43,64.36,N/A,N/A,N/A,,23.48,81.66,26.0,29.1,71.7
2026,Lilly Stoddard,Butler,F,Sr,,21.5,"6'4""","6'3""",-1.4,23.89,130.88,86.08,N/A,N/A,N/A,,11.94,11.14,26.0,8.3,17.4
2026,Shakara McCline,DePaul,G,Jr,,20.5,"5'6""",N/A,,,49.85,3.06,N/A,N/A,N/A,,29.28,96.08,17.0,7.6,10.1
2026,Ana Guillen,Yale,G,Jr,,20.5,"6'0""","5'11""",-1.0,29.77,99.29,52.05,N/A,N/A,N/A,,14.66,25.69,18.0,11.3,18.5
2026,Salese Blow,Texas A&M,F,Jr,,20.5,"5'11""","5'10""",-1.21,26.65,75.47,21.09,N/A,N/A,N/A,,16.62,39.73,27.0,20.0,49.9
2026,Kaylee Krysztof,St. Bonaventure,F,Jr,,20.5,"5'9""","5'10""",1.26,72.81,64.72,11.09,N/A,N/A,N/A,,20.9,68.56,26.0,9.0,17.4
2026,Kendall Bennett,Binghamton,F,Jr,,20.5,"6'2""","6'3""",1.04,68.88,134.07,88.0,N/A,N/A,N/A,,18.62,53.38,31.0,31.7,80.3
2026,Sirviva Legions,UTEP,F,Sr,,21.5,"5'8""","5'11""",3.21,96.69,113.26,70.75,N/A,N/A,N/A,,24.05,83.99,19.0,25.2,43.2
2026,Amanda Barcello,Utah Valley,G,Sr,,21.5,"5'11""","5'10""",-1.14,27.53,132.52,87.01,N/A,N/A,N/A,,16.87,41.22,27.0,33.7,78.7
2026,Camryn Collman,Idaho St.,G,Sr,,21.5,"5'9""",N/A,,,140.33,91.36,N/A,N/A,N/A,,14.54,25.02,21.0,4.4,6.8
2026,Junae Mahan,UC San Diego,F,Jr,,20.5,"5'8""","5'11""",3.42,97.43,90.83,40.6,N/A,N/A,N/A,,18.31,51.41,15.0,11.7,14.2
2026,Kali Haizlip,UT Arlington,G,Sr,,21.5,"5'9""","5'9""",0.11,50.56,60.93,8.34,N/A,N/A,N/A,,17.7,47.26,33.0,18.8,46.4
2026,Trayanna Crisp,Mississippi St.,G,Sr,,21.5,"5'8""","5'10""",1.55,78.12,90.47,39.96,N/A,N/A,N/A,,18.24,50.9,30.0,27.5,66.5
2026,Laycee Drake,St. Bonaventure,F,Sr,,21.5,"5'6""",N/A,,,112.42,69.82,N/A,N/A,N/A,,31.31,97.97,32.0,30.8,77.8
2026,Zahirah Walton,George Mason,F,Jr,,20.5,"5'11""","6'1""",1.82,82.86,129.78,85.2,N/A,N/A,N/A,,29.54,96.55,32.0,34.4,82.2
2026,KN'isha Godfrey,Florida,F,Sr,,21.5,"5'9""","6'0""",2.53,92.4,119.89,77.26,N/A,N/A,N/A,,12.29,12.59,31.0,13.3,31.3
2026,Marta Leimane,Colorado St.,F,Sr,,21.5,"6'0""","5'11""",-1.11,28.16,84.85,32.47,N/A,N/A,N/A,,18.68,53.94,34.0,20.9,52.6
2026,Jadyn Fife,Colorado St.,F,Jr,,20.5,"6'0""",N/A,,,82.26,29.03,N/A,N/A,N/A,,13.67,19.1,27.0,7.0,13.3
2026,Mia Jacobs,Oregon,F,Sr,,21.5,"6'2""","6'0""",-1.9,17.04,100.92,54.21,N/A,N/A,N/A,,22.36,76.38,34.0,26.8,62.5
2026,Nalani Simmons,Longwood,F,Jr,,20.5,"5'8""",N/A,,,125.74,82.49,N/A,N/A,N/A,,14.28,23.3,14.0,5.9,5.7
2026,Mya Petticord,Auburn,F,Sr,,21.5,"5'9""","5'10""",0.59,59.58,57.61,6.11,N/A,N/A,N/A,,17.79,47.78,30.0,24.6,57.1
2026,Kelly Ratigan,Notre Dame,G,Sr,,21.5,"5'8""","5'9""",0.75,63.41,68.09,13.92,N/A,N/A,N/A,,8.41,1.81,17.0,8.3,9.7
2026,Tessa Chaney,Utah Valley,F,Sr,,21.5,"6'3""","6'0""",-3.29,4.27,92.54,43.21,N/A,N/A,N/A,,23.44,81.61,19.0,20.8,34.6
2026,Savannah Catalon,Seton Hall,G,Jr,,20.5,"5'8""","5'11""",3.27,96.96,167.69,97.63,N/A,N/A,N/A,,21.52,71.81,32.0,32.8,81.3
2026,Amaya Burch,Detroit Mercy,F,Jr,,20.5,"5'9""",N/A,,,92.25,42.89,N/A,N/A,N/A,,15.37,30.18,14.0,5.8,6.4
2026,Alli Carlson,Western Michigan,G,Sr,,21.5,"5'6""",N/A,,,112.0,69.23,N/A,N/A,N/A,,25.23,87.65,27.0,36.9,88.6
2026,Ashley Sofilkanich,Michigan,F,Jr,,20.5,"6'3""","6'3""",-0.24,43.68,105.67,60.58,N/A,N/A,N/A,,18.73,54.29,35.0,18.1,44.6
2026,Allie Kubek,Florida St.,F,Sr,,21.5,"6'1""","6'0""",-1.11,28.16,86.34,34.48,N/A,N/A,N/A,,17.05,42.59,28.0,23.7,52.9
2026,Jessie Ozzauto,Lehigh,G,Jr,,20.5,"5'10""","5'10""",0.27,53.52,89.98,39.32,N/A,N/A,N/A,,22.87,78.93,15.0,34.8,43.2
2026,Whitney Lind,Lehigh,F,Jr,,20.5,"6'2""","5'11""",-2.59,9.51,118.98,76.43,N/A,N/A,N/A,,24.19,84.51,24.0,29.8,55.5
2026,Soleil Montrose,Army,F,Jr,,20.5,"5'10""","5'10""",-0.37,41.52,74.69,20.26,N/A,N/A,N/A,,16.45,38.44,33.0,13.1,32.5
2026,Tasia Jordan,Idaho St.,F,Sr,,21.5,"5'8""","6'0""",4.43,99.51,108.9,64.95,N/A,N/A,N/A,,29.46,96.43,29.0,25.8,64.5
2026,Zyion Shannon,Arkansas St.,G,Sr,,21.5,"5'8""","5'11""",3.41,97.36,97.55,49.42,N/A,N/A,N/A,,25.23,87.63,36.0,23.6,58.8
2026,Ellie Buzzelle,Green Bay,G,Sr,,21.5,"5'8""","5'11""",3.4,97.29,146.47,93.33,N/A,N/A,N/A,,13.8,19.77,31.0,18.4,42.7
2026,Sarah Talon,Maine,F,Sr,,21.5,"5'9""","6'0""",2.57,92.89,113.73,71.24,N/A,N/A,N/A,,18.38,51.95,32.0,31.6,79.0
2026,Piper Carlson,Idaho St.,F,Jr,,20.5,"6'1""","6'2""",0.71,62.56,139.3,90.75,N/A,N/A,N/A,,19.8,62.3,29.0,28.0,70.2
2026,Grace Carstensen,Florida Atlantic,G,Jr,,20.5,"5'11""","5'10""",-1.2,26.75,64.18,10.65,N/A,N/A,N/A,,13.38,17.46,31.0,26.7,65.9
2026,Kylie Feuerbach,Iowa,G,Sr,,21.5,"6'0""","5'10""",-1.59,20.94,99.8,52.76,N/A,N/A,N/A,,14.32,23.55,31.0,28.7,64.8
2026,Kyra Gardner,Idaho,F,Sr,,21.5,"5'11""","6'1""",1.65,80.19,124.02,81.14,N/A,N/A,N/A,,20.88,68.46,33.0,28.9,73.6
2026,Kaylan Deveney,Rider,F,Jr,,20.5,"6'3""","5'10""",-4.52,1.15,55.32,5.12,N/A,N/A,N/A,,19.49,60.06,17.0,14.1,20.6
2026,Mariona Cos-Morales,Cal St. Northridge,F,Sr,,21.5,"6'1""","6'0""",-1.41,23.7,82.22,28.98,N/A,N/A,N/A,,15.79,33.55,22.0,23.3,45.7
2026,Anastasia Drosouni,California,G,Jr,,20.5,"5'11""",N/A,,,66.2,12.27,N/A,N/A,N/A,,8.71,2.1,10.0,6.8,5.1
2026,Elena Houghton,Bucknell,G,Sr,,21.5,"6'1""","6'1""",-0.23,43.88,118.42,75.81,N/A,N/A,N/A,,18.46,52.37,19.0,16.2,26.3
2026,Jami Hill,Charleston,G,Jr,,20.5,"5'11""","5'10""",-0.87,32.1,87.54,35.86,N/A,N/A,N/A,,17.21,43.55,24.0,14.3,27.9
2026,Aliya McIver,Rider,G,Jr,,20.5,"5'9""","5'11""",2.01,85.03,172.33,98.02,N/A,N/A,N/A,,23.44,81.56,29.0,37.8,94.1
2026,Londynn Jones,USC,G,Sr,,21.5,"5'4""",N/A,,,67.86,13.6,N/A,N/A,N/A,,22.95,79.35,32.0,23.9,59.6
2026,Kiki Rice,UCLA,G,Sr,,21.5,"5'11""","6'1""",1.66,80.33,177.78,98.49,N/A,N/A,N/A,,26.21,90.16,38.0,30.8,77.0
2026,Kennedy Davis,Eastern Illinois,F,Sr,,21.5,"6'0""","5'11""",-0.75,34.63,87.1,35.39,N/A,N/A,N/A,,11.26,8.49,24.0,16.9,32.3
2026,Ja'la Bannerman,Morgan St.,G,Sr,,21.5,"5'6""",N/A,,,73.28,18.96,N/A,N/A,N/A,,23.35,81.17,21.0,25.4,45.2
2026,Jeanee Anderson,Alcorn St.,G,Sr,,21.5,"5'7""",N/A,,,81.08,27.83,N/A,N/A,N/A,,15.43,30.72,18.0,5.9,9.4
2026,Filipa Barros,Cal Baptist,G,Sr,,21.5,"5'9""","6'1""",3.55,97.94,181.42,98.71,N/A,N/A,N/A,,25.31,87.97,34.0,31.9,78.9
2026,Laila Jewett,Georgetown,G,Sr,,21.5,"5'10""","5'10""",-0.17,44.71,76.72,22.49,N/A,N/A,N/A,,21.49,71.46,31.0,28.2,70.0
2026,Emily Foy,Saint Mary's,F,Jr,,20.5,"6'1""","5'10""",-2.67,8.43,65.32,11.58,N/A,N/A,N/A,,19.65,61.24,16.0,21.8,29.3
2026,Kylie Buckley,St. Bonaventure,F,Jr,,20.5,"6'0""","5'11""",-1.3,25.47,82.42,29.25,N/A,N/A,N/A,,15.29,29.59,27.0,13.1,27.7
2026,Madison Butcher,Cal Poly,F,Jr,,20.5,"5'10""","5'10""",-0.27,43.13,50.56,3.38,N/A,N/A,N/A,,10.44,5.69,13.0,22.1,26.3
2026,Kailee Davis,Detroit Mercy,G,Sr,,21.5,"5'2""",N/A,,,90.01,39.35,N/A,N/A,N/A,,21.81,73.45,19.0,18.8,30.1
2026,Makayla Moore,Arizona St.,G,Sr,,21.5,"6'0""",N/A,,,88.53,37.38,N/A,N/A,N/A,,11.88,10.82,18.0,5.7,7.3
2026,Kammie Ludwig,St. Thomas,G,Jr,,20.5,"5'10""","5'10""",-0.46,40.01,96.63,48.19,N/A,N/A,N/A,,11.9,10.87,23.0,10.5,20.7
2026,Tracey Hueston,Coastal Carolina,F,Sr,,21.5,"6'2""","6'3""",0.61,59.87,116.12,73.4,N/A,N/A,N/A,,23.31,80.95,30.0,21.3,53.6
2026,Mackenzie Nelson,Virginia Tech,G,So,,19.5,"5'8""","5'11""",2.68,93.93,148.83,93.99,N/A,N/A,N/A,,25.26,87.7,32.0,30.0,72.3
2026,Grace Schmidt,Cal Baptist,F,Sr,,21.5,"6'0""","6'0""",0.1,50.35,105.4,60.23,N/A,N/A,N/A,,24.24,84.78,24.0,23.7,41.3
2026,Koi Sims,Loyola MD,F,Sr,,21.5,"6'0""","6'2""",2.49,91.83,111.19,68.32,N/A,N/A,N/A,,22.56,77.33,30.0,26.2,65.0
2026,Mara Braun,Minnesota,G,Sr,,21.5,"6'0""","5'11""",-0.65,36.61,120.44,77.7,N/A,N/A,N/A,,19.56,60.63,33.0,33.8,83.9
2026,Maren Louridas,Navy,F,Sr,,21.5,"6'0""","6'0""",-0.03,47.83,114.03,71.49,N/A,N/A,N/A,,12.83,14.95,29.0,10.2,24.0
2026,Niamya Holloway,Minnesota,F,Jr,,20.5,"6'0""",N/A,,,126.69,83.26,N/A,N/A,N/A,,17.08,42.76,27.0,5.7,11.7
2026,Josie Gilvin,Kentucky,G,Sr,,21.5,"6'0""",N/A,,,149.26,94.19,N/A,N/A,N/A,,13.55,18.44,24.0,6.7,11.1
2026,Sierra Godbolt,Samford,G,Sr,,21.5,"5'6""",N/A,,,113.82,71.39,N/A,N/A,N/A,,30.77,97.56,30.0,26.4,64.0
2026,Tiara Bellamy,UMBC,F,Sr,,21.5,"5'7""",N/A,,,77.11,22.94,N/A,N/A,N/A,,12.3,12.67,30.0,23.5,57.0
2026,Jade Campbell,Niagara,F,Jr,,20.5,"6'0""","5'11""",-0.74,34.82,94.91,46.35,N/A,N/A,N/A,,19.96,63.7,28.0,12.2,29.4
2026,Marissa Shelton,Texas A&M Corpus Chris,G,Sr,,21.5,"5'8""","5'10""",1.57,78.54,64.29,10.7,N/A,N/A,N/A,,18.16,50.28,28.0,29.6,73.6
2026,Jerni Kiaku,Indiana,G,Sr,,21.5,"5'7""",N/A,,,85.94,33.94,N/A,N/A,N/A,,17.3,44.19,28.0,14.6,32.0
2026,McCall King,UNC Wilmington,G,Sr,,21.5,"5'10""","5'9""",-1.45,22.99,33.47,0.55,N/A,N/A,N/A,,8.59,1.95,27.0,20.2,44.3
2026,Semaya Turner,Towson,F,Sr,,21.5,"5'11""","6'0""",0.99,68.13,118.38,75.71,N/A,N/A,N/A,,12.91,15.32,30.0,24.1,60.1
2026,Monet Dance,William & Mary,G,Jr,,20.5,"5'3""",N/A,,,152.87,95.15,N/A,N/A,N/A,,24.13,84.24,30.0,31.7,80.1
2026,Kaleigh Addie,Georgia St.,G,Sr,,21.5,"5'6""",N/A,,,88.18,36.89,N/A,N/A,N/A,,19.65,61.27,26.0,25.6,57.0
2026,Malia Lenz,Vermont,F,Jr,,20.5,"5'10""","6'1""",2.6,93.18,119.44,76.77,N/A,N/A,N/A,,13.63,18.81,33.0,32.2,81.3
2026,Moses Davenport,Alabama A&M,F,Sr,,21.5,"6'5""","6'2""",-2.99,5.79,118.22,75.54,N/A,N/A,N/A,,23.2,80.41,24.0,23.1,46.9
2026,Masyn Marchbanks,Towson,F,Sr,,21.5,"5'8""","5'10""",1.81,82.63,64.15,10.63,N/A,N/A,N/A,,22.43,76.74,15.0,16.5,20.5
2026,Lety Vasconcelos,Illinois,F,So,,19.5,"6'7""","6'2""",-5.08,0.62,101.15,54.46,N/A,N/A,N/A,,14.37,23.89,34.0,12.0,30.1
2026,Olivia Miles,TCU,G,Sr,,21.5,"5'10""","6'0""",2.31,89.17,124.83,81.83,N/A,N/A,N/A,,35.95,99.59,38.0,35.4,87.8
2026,Bridget Utberg,Marquette,G,Sr,,21.5,"5'5""",N/A,,,132.18,86.79,N/A,N/A,N/A,,16.11,36.11,26.0,10.2,21.8
2026,Morgan Edwards,Cal St. Northridge,G,Sr,,21.5,"5'7""",N/A,,,52.49,3.94,N/A,N/A,N/A,,20.13,64.58,28.0,18.7,47.2
2026,Zaiha Minnis,Saint Francis,,Sr,,21.5,"5'10""","5'10""",-0.11,46.22,37.57,0.77,N/A,N/A,N/A,,21.57,72.03,24.0,10.1,21.1
2026,Júlia Puente-Valverde,UC Santa Barbara,F,Jr,,20.5,"6'1""","6'1""",-0.08,46.95,84.97,32.59,N/A,N/A,N/A,,16.73,40.38,29.0,17.1,43.1
2026,Amauri Williams,Memphis,F,Sr,,21.5,"6'4""",N/A,,,65.58,11.81,N/A,N/A,N/A,,19.0,56.38,30.0,13.5,33.8
2026,Payton Verhulst,Oklahoma,F,Sr,,21.5,"6'1""","6'0""",-0.78,34.02,124.61,81.73,N/A,N/A,N/A,,19.98,63.83,34.0,30.8,76.5
2026,Sh'Diamond McKnight,Nicholls St.,G,Sr,,21.5,"5'7""",N/A,,,101.44,54.85,N/A,N/A,N/A,,33.18,98.91,30.0,23.7,58.9
2026,Emily Johns,Wake Forest,G,Sr,,21.5,"6'1""","5'10""",-3.0,5.73,88.92,38.0,N/A,N/A,N/A,,26.33,90.53,29.0,10.6,23.4
2026,Madeline Potts,Syracuse,F,So,,19.5,"6'0""","5'11""",-1.13,27.72,95.63,46.97,N/A,N/A,N/A,,19.45,59.82,22.0,9.1,14.9
2026,Chloe Williams,Nevada,F,Sr,,21.5,"6'3""","6'1""",-1.54,21.58,97.48,49.3,N/A,N/A,N/A,,18.33,51.56,21.0,13.8,24.6
2026,Ahrray Young,Nevada,G,Jr,,20.5,"5'11""","5'11""",0.02,48.65,96.31,47.83,N/A,N/A,N/A,,25.3,87.95,28.0,27.7,63.9
2026,Zahira Arizmendi,Florida Atlantic,G,Jr,,20.5,"5'8""","5'10""",1.6,79.15,84.83,32.44,N/A,N/A,N/A,,19.58,60.75,18.0,22.3,32.2
2026,Sidney Love,Texas Tech,G,Sr,,21.5,"5'8""","5'11""",2.74,94.36,122.74,79.99,N/A,N/A,N/A,,17.83,48.07,29.0,18.2,38.9
2026,Madison Cockrell,Incarnate Word,G,Sr,,21.5,"5'4""",N/A,,,101.25,54.63,N/A,N/A,N/A,,25.36,88.12,25.0,28.6,63.2
2026,India Johnston,Towson,G,Sr,,21.5,"5'8""","5'10""",1.7,80.99,104.34,58.66,N/A,N/A,N/A,,28.41,94.8,30.0,30.5,76.2
2026,Sharnecce Currie-Jelks,Murray St.,F,Jr,,20.5,"6'2""","6'3""",0.97,67.82,130.76,85.98,N/A,N/A,N/A,,25.45,88.44,34.0,29.7,73.8
2026,Maddie Vejsicky,Akron,F,Sr,,21.5,"6'0""","5'10""",-1.97,16.05,57.78,6.18,N/A,N/A,N/A,,17.25,43.92,27.0,14.5,34.3
2026,Yacine N'Diaye,Rutgers,F,Jr,,20.5,"6'4""","6'0""",-4.41,1.49,109.69,66.08,N/A,N/A,N/A,,15.2,29.03,11.0,9.2,8.7
2026,Joelle Davis,UNC Greensboro,G,Jr,,20.5,"5'10""","5'8""",-1.78,18.25,245.41,99.84,N/A,N/A,N/A,,19.6,60.87,12.0,9.1,6.3
2026,Makiah Asidanya,UNC Greensboro,G,Jr,,20.5,"5'7""",N/A,,,90.89,40.77,N/A,N/A,N/A,,24.33,85.05,26.0,29.5,76.3
2026,Chet Nweke,Georgetown,F,Sr,,21.5,"6'0""","6'0""",-0.46,40.01,106.26,61.44,N/A,N/A,N/A,,16.43,38.27,29.0,18.0,41.7
2026,Hannah Dereje,Towson,F,Sr,,21.5,"6'3""","6'0""",-2.57,9.7,82.1,28.88,N/A,N/A,N/A,,18.47,52.44,30.0,14.4,35.8
2026,Amya McLeod,Le Moyne,F,So,,19.5,"5'6""",N/A,,,101.28,54.66,N/A,N/A,N/A,,15.73,33.08,23.0,13.0,24.0
2026,Abigail Shoff,Saint Mary's,F,Sr,,21.5,"6'0""","5'11""",-0.86,32.43,82.67,29.57,N/A,N/A,N/A,,23.34,81.04,30.0,22.9,57.1
2026,Mary Carter,Wake Forest,F,Jr,,20.5,"6'3""","5'11""",-3.9,2.46,67.11,13.01,N/A,N/A,N/A,,18.26,51.02,32.0,31.6,77.3
2026,Alana Goosby,Cal Poly,G,So,,19.5,"5'7""",N/A,,,87.65,36.06,N/A,N/A,N/A,,18.84,54.95,26.0,30.7,71.2
2026,Brynn Beffert,Lafayette,F,Jr,,20.5,"6'1""",N/A,,,128.71,84.58,N/A,N/A,N/A,,15.61,32.05,10.0,7.1,5.9
2026,Teresa Kiewiet,Lafayette,F,Jr,,20.5,"5'10""","5'11""",0.86,65.6,86.36,34.58,N/A,N/A,N/A,,26.84,91.86,28.0,34.0,78.7
2026,Tasha Chudy,Lafayette,F,Jr,,20.5,"6'2""","6'0""",-2.4,11.43,86.23,34.36,N/A,N/A,N/A,,21.75,73.21,17.0,22.3,31.4
2026,Kayla Preston,Valparaiso,F,Jr,,20.5,"6'0""","5'11""",-1.28,25.73,70.39,15.79,N/A,N/A,N/A,,14.12,22.13,31.0,13.5,32.6
2026,Brooke Murrell,Denver,F,Jr,,20.5,"6'2""","6'1""",-0.78,34.02,111.35,68.56,N/A,N/A,N/A,,16.59,39.28,27.0,20.3,52.0
2026,Ella Wanzer,Delaware,G,Sr,,21.5,"5'10""","5'10""",-0.18,44.54,55.47,5.27,N/A,N/A,N/A,,14.75,26.11,28.0,29.8,66.0
2026,Jade Peacock,Hawaii,F,Jr,,20.5,"6'0""","6'0""",-0.43,40.48,57.22,5.98,N/A,N/A,N/A,,14.08,21.71,30.0,13.3,32.7
2026,Laia Conesa,Kansas,G,Jr,,20.5,"5'11""","5'11""",0.03,48.82,97.36,49.13,N/A,N/A,N/A,,16.2,36.62,35.0,20.0,49.4
2026,Paris Gaines,Memphis,F,Jr,,20.5,"6'3""","6'0""",-2.65,8.62,81.54,28.34,N/A,N/A,N/A,,17.66,46.79,24.0,16.6,32.7
2026,Taryn Sides,Kansas St.,G,Jr,,20.5,"5'6""",N/A,,,121.89,79.1,N/A,N/A,N/A,,24.65,86.13,37.0,31.5,78.9
2026,Paris Locke,North Carolina A&T,G,Jr,,20.5,"6'0""","5'11""",-0.83,33.1,138.38,90.18,N/A,N/A,N/A,,27.59,93.35,22.0,33.7,72.1
2026,Jayda Johnson,Dayton,G,Jr,,20.5,"6'0""","5'10""",-2.4,11.43,76.39,22.03,N/A,N/A,N/A,,12.88,15.17,28.0,18.0,40.5
2026,Julia Palomo,Albany,G,Sr,,21.5,"5'7""",N/A,,,134.96,88.29,N/A,N/A,N/A,,14.01,21.29,29.0,31.7,78.3
2026,Katie Krupa,Harvard,G,Sr,,21.5,"6'1""","6'0""",-1.45,22.99,77.04,22.79,N/A,N/A,N/A,,20.54,66.74,32.0,30.2,74.4
2026,Deivejon Harris,Hofstra,F,Sr,,21.5,"6'3""","6'1""",-2.12,13.95,98.07,50.18,N/A,N/A,N/A,,21.1,69.55,22.0,9.1,16.4
2026,Briley Pena,Murray St.,G,Sr,,21.5,"5'4""",N/A,,,105.71,60.68,N/A,N/A,N/A,,9.12,2.91,33.0,27.5,65.7
2026,Zoe Stewart,Howard,G,Jr,,20.5,"5'10""","5'10""",-0.38,41.27,82.94,29.96,N/A,N/A,N/A,,21.77,73.23,34.0,28.6,71.6
2026,Brianna Turnage,Georgia Tech,F,Sr,,21.5,"6'1""","6'3""",2.02,85.24,149.63,94.26,N/A,N/A,N/A,,15.43,30.75,33.0,30.8,76.0
2026,Malia Latu,Saint Mary's,G,Sr,,21.5,"5'8""","5'10""",2.48,91.57,106.18,61.31,N/A,N/A,N/A,,24.6,85.96,30.0,23.7,58.2
2026,Kensley Feltner,Belmont,F,Jr,,20.5,"5'11""",N/A,,,126.54,83.13,N/A,N/A,N/A,,14.94,27.16,5.0,14.7,5.7
2026,Lani White,Utah,F,Sr,,21.5,"5'11""","5'11""",-0.13,45.68,66.86,12.86,N/A,N/A,N/A,,23.34,81.09,31.0,30.4,76.4
2026,Teya Sidberry,Texas,F,Sr,,21.5,"6'1""","6'1""",-0.23,43.88,111.15,68.22,N/A,N/A,N/A,,13.96,20.92,34.0,14.4,31.3
2026,Stefanie Ingram,South Florida,G,Jr,,20.5,"5'8""","5'11""",2.78,94.62,127.28,83.57,N/A,N/A,N/A,,24.99,86.84,32.0,33.3,82.9
2026,Xyllize Harrison,Southern,F,Sr,,21.5,"6'4""",N/A,,,32.37,0.43,N/A,N/A,N/A,,9.99,4.61,22.0,6.6,10.8
2026,Charlece Ohiaeri,Saint Mary's,F,Jr,,20.5,"6'1""","6'0""",-0.7,35.62,109.25,65.42,N/A,N/A,N/A,,19.2,57.6,30.0,11.9,28.9
2026,Sumer Lee,DePaul,G,Jr,,20.5,"5'8""","5'9""",1.17,70.94,102.5,56.33,N/A,N/A,N/A,,16.18,36.5,23.0,10.2,18.4
2026,Ornella Niankan,Fordham,F,Sr,,21.5,"6'1""","6'0""",-1.31,25.24,97.55,49.45,N/A,N/A,N/A,,17.67,46.87,29.0,21.9,54.5
2026,Addi Wedin,Saint Mary's,F,Sr,,21.5,"5'10""","5'10""",0.36,55.41,97.94,50.11,N/A,N/A,N/A,,15.41,30.45,30.0,24.1,60.6
2026,Alisa Williams,Iowa St.,F,Jr,,20.5,"6'2""","6'1""",-0.59,37.72,152.62,95.1,N/A,N/A,N/A,,19.1,57.09,32.0,11.8,29.6
2026,Nina Horvath,East Texas A&M,G,Jr,,20.5,"5'8""","5'10""",2.47,91.36,98.24,50.36,N/A,N/A,N/A,,16.71,40.18,28.0,25.8,64.8
2026,Cheyenne Rowe,UTSA,F,Jr,,20.5,"6'2""","6'1""",-0.94,30.66,98.4,50.5,N/A,N/A,N/A,,21.29,70.53,32.0,33.1,81.5
2026,Taliah Scott,Baylor,G,Jr,,20.5,"5'9""","5'10""",1.16,70.75,99.9,52.81,N/A,N/A,N/A,,31.14,97.85,33.0,31.6,76.5
2026,Cristina Sánchez Cerqueira,Arkansas,F,Jr,,20.5,"6'1""",N/A,,,91.49,41.63,N/A,N/A,N/A,,15.48,31.09,17.0,6.3,8.3
2026,Kennan Ka,Long Beach St.,G,Jr,,20.5,"6'0""","5'10""",-1.64,20.16,68.2,14.07,N/A,N/A,N/A,,17.24,43.85,29.0,31.6,78.0
2026,Tylie Jones,Idaho St.,F,Sr,,21.5,"6'0""","6'0""",0.15,51.6,78.11,24.12,N/A,N/A,N/A,,18.19,50.41,19.0,12.4,20.3
2026,Delma Zita,UTEP,G,Sr,,21.5,"5'8""","5'10""",1.94,84.47,101.65,55.2,N/A,N/A,N/A,,18.25,50.95,27.0,22.9,56.3
2026,Kaila Berry,Fordham,F,Sr,,21.5,"5'11""","6'0""",0.82,64.8,88.75,37.75,N/A,N/A,N/A,,12.25,12.37,26.0,17.5,38.0
2026,Daphane White,Charlotte,F,Sr,,21.5,"6'5""","6'3""",-1.84,17.66,98.47,50.68,N/A,N/A,N/A,,20.53,66.67,13.0,10.6,10.6
2026,Amaya Dowdy,Stonehill,F,Sr,,21.5,"6'0""","6'1""",1.04,68.88,75.41,21.04,N/A,N/A,N/A,,20.78,67.83,13.0,12.3,13.8
2026,Lucia Melero,New Hampshire,F,Sr,,21.5,"6'0""","5'11""",-0.63,37.06,60.2,7.97,N/A,N/A,N/A,,17.52,45.81,28.0,20.4,51.6
2026,Jada Hood,St. Thomas,G,Sr,,21.5,"5'6""",N/A,,,96.65,48.24,N/A,N/A,N/A,,25.92,89.42,29.0,28.4,73.6
2026,Kiersten Johnson,Baylor,F,Sr,,21.5,"6'4""","6'3""",-1.29,25.64,82.03,28.86,N/A,N/A,N/A,,12.99,15.93,34.0,19.2,47.8
2026,Amelia Strong,Illinois Chicago,F,Jr,,20.5,"6'2""","6'0""",-1.69,19.64,149.22,94.14,N/A,N/A,N/A,,25.1,87.21,23.0,16.4,29.4
2026,Saniyah Glenn,Harvard,G,Sr,,21.5,"6'0""","6'1""",0.65,60.98,90.41,39.82,N/A,N/A,N/A,,23.53,81.98,29.0,29.5,65.7
2026,Brynn McCurry,Villanova,F,Jr,,20.5,"6'1""","6'1""",-0.39,41.08,120.12,77.48,N/A,N/A,N/A,,24.33,85.02,33.0,26.3,65.7
2026,Isobel Bunyan,Montana St.,F,Jr,,20.5,"6'0""","5'11""",-0.99,29.98,70.76,16.25,N/A,N/A,N/A,,13.75,19.45,33.0,25.8,64.6
2026,Amourie Porter,Winthrop,F,Jr,,20.5,"5'10""","6'0""",2.0,84.92,136.12,88.96,N/A,N/A,N/A,,26.18,90.06,28.0,31.8,79.0
