season,player_name,team,position,class,draft_pick,age,listed_height,statistical_height,height_delta_inches,height_delta_percentile,feel_plus,feel_plus_percentile,rimfluence,rimfluence_off,rimfluence_def,rimfluence_percentile,poss_created_100,poss_created_100_percentile,gp,mpg,min_pct
2026,Taylor Johnson-Matthews,Clemson,F,Sr,,21.5,"5'9""","5'11""",1.5,77.2,84.15,31.51,N/A,N/A,N/A,,22.71,78.07,33.0,21.3,52.5
2026,Sarang West,Southern Indiana,F,Sr,,21.5,"5'8""",N/A,,,50.1,3.18,N/A,N/A,N/A,,14.56,25.15,16.0,6.0,6.3
2026,Cici Ellington,Portland St.,F,Sr,,21.5,"6'0""","6'0""",0.35,55.15,87.8,36.3,N/A,N/A,N/A,,23.5,81.86,29.0,24.4,59.1
2026,Parris Atkins,FIU,G,Sr,,21.5,"5'8""","5'11""",3.2,96.62,118.83,76.3,N/A,N/A,N/A,,30.61,97.53,29.0,30.6,69.7
2026,Maggie Mendelson,Penn St.,F,Sr,,21.5,"6'5""","6'1""",-4.47,1.32,100.0,52.91,N/A,N/A,N/A,,13.41,17.7,15.0,14.3,18.4
2026,Portia Adams,UTEP,G,Sr,,21.5,"5'6""",N/A,,,84.53,31.98,N/A,N/A,N/A,,28.42,94.83,28.0,26.7,66.4
2026,Alaina Payne,Little Rock,G,Sr,,21.5,"5'9""","5'11""",2.47,91.36,128.97,84.66,N/A,N/A,N/A,,19.22,57.85,29.0,31.3,79.3
2026,Shaunice Reed,South Carolina St.,G,Sr,,21.5,"5'6""",N/A,,,110.85,67.7,N/A,N/A,N/A,,23.56,82.17,22.0,27.3,54.8
2026,Angie Juste-Jean,South Carolina St.,F,Sr,,21.5,"5'8""","5'11""",2.51,92.14,71.69,17.26,N/A,N/A,N/A,,19.91,63.23,20.0,24.3,44.3
2026,Detavia Salter,Troy,F,Jr,,20.5,"6'2""","6'1""",-1.11,28.16,96.02,47.46,N/A,N/A,N/A,,8.95,2.59,30.0,8.8,19.3
2026,Caliana Fenceroy,Niagara,G,Sr,,21.5,"5'5""",N/A,,,59.02,7.06,N/A,N/A,N/A,,19.62,61.08,19.0,24.3,39.7
2026,Daisia Mitchell,Appalachian St.,G,Jr,,20.5,"6'0""","5'11""",-0.62,37.23,92.78,43.53,N/A,N/A,N/A,,24.77,86.33,28.0,27.3,69.9
2026,Jess Moors,Florida Atlantic,G,Sr,,21.5,"6'0""","6'0""",-0.42,40.6,123.94,81.12,N/A,N/A,N/A,,20.37,66.0,31.0,31.5,78.5
2026,Stephanie Mosley,Louisiana,F,So,,19.5,"6'0""","5'10""",-1.75,18.72,97.81,49.84,N/A,N/A,N/A,,16.16,36.3,29.0,14.5,36.6
2026,Taylor Moffat,Portland St.,G,Sr,,21.5,"5'8""","5'10""",1.74,81.64,85.46,33.16,N/A,N/A,N/A,,18.7,54.07,28.0,21.1,49.6
2026,Anaya Coleman,Buffalo,G,Sr,,21.5,"5'6""",N/A,,,75.03,20.55,N/A,N/A,N/A,,16.16,36.35,26.0,15.5,33.6
2026,Taliya Council,UNC Asheville,G,So,,19.5,"6'0""",N/A,,,87.7,36.11,N/A,N/A,N/A,,10.5,5.86,21.0,7.4,14.4
2026,Zaria Harleaux,Mount St. Mary's,F,--,,,"6'1""","6'1""",-0.01,48.07,131.94,86.72,N/A,N/A,N/A,,18.85,54.98,17.0,11.4,16.0
2026,Aaliyah McQueen,Detroit Mercy,F,Sr,,21.5,"5'9""","5'11""",2.07,85.96,86.27,34.41,N/A,N/A,N/A,,23.82,83.21,21.0,28.1,49.2
2026,Fernanda Ovalle,Eastern Michigan,F,Fr,,18.5,"5'10""","5'11""",0.73,62.98,87.03,35.22,N/A,N/A,N/A,,23.34,81.07,28.0,30.1,75.8
2026,Bria McClure,Incarnate Word,G,Sr,,21.5,"5'5""",N/A,,,50.36,3.28,N/A,N/A,N/A,,21.7,72.79,7.0,8.6,5.1
2026,Kyriana Jones,Tarleton St.,F,Sr,,21.5,"5'10""","5'10""",0.24,52.93,68.79,14.53,N/A,N/A,N/A,,17.08,42.71,26.0,27.2,60.4
2026,Bella Weary,Arkansas St.,G,Sr,,21.5,"5'6""",N/A,,,135.74,88.73,N/A,N/A,N/A,,22.18,75.32,36.0,17.3,42.8
2026,Carleigh Andrews,UMKC,G,Sr,,21.5,"5'6""",N/A,,,130.27,85.54,N/A,N/A,N/A,,8.35,1.73,7.0,9.3,5.7
2026,Jersey Wolfenbarger,Tennessee,F,Sr,,21.5,"6'5""",N/A,,,111.21,68.39,N/A,N/A,N/A,,7.93,1.41,19.0,7.6,12.0
2026,Bella Green,Pepperdine,F,Sr,,21.5,"6'0""","6'1""",1.17,70.94,104.88,59.52,N/A,N/A,N/A,,22.8,78.44,32.0,15.8,39.5
2026,Myka Perry,Stephen F. Austin,G,So,,19.5,"6'1""","5'11""",-1.96,16.13,121.85,79.05,N/A,N/A,N/A,,20.18,65.1,33.0,30.5,75.9
2026,Shanti Simmons,Georgia Southern,G,Sr,,21.5,"5'9""","6'1""",3.97,98.85,174.78,98.22,N/A,N/A,N/A,,22.22,75.64,19.0,27.7,45.3
2026,Jasha Clinton,Norfolk St.,G,Sr,,21.5,"5'8""","5'11""",3.04,96.06,132.39,86.92,N/A,N/A,N/A,,28.29,94.66,29.0,33.5,83.8
2026,Jessica Carrothers,Illinois Chicago,G,Sr,,21.5,"5'7""",N/A,,,155.12,95.61,N/A,N/A,N/A,,33.91,99.18,28.0,34.1,74.3
2026,Kayla Hampton,Tulane,F,Sr,,21.5,"5'9""",N/A,,,56.34,5.52,N/A,N/A,N/A,,14.57,25.22,13.0,6.9,7.2
2026,Fatoumata Jaiteh,Sacramento St.,F,Sr,,21.5,"6'2""","6'1""",-1.06,28.9,129.58,85.02,N/A,N/A,N/A,,15.7,32.91,22.0,24.2,43.6
2026,Marley Langi,Cal St. Bakersfield,F,Sr,,21.5,"6'0""","5'10""",-2.06,14.94,45.45,2.03,N/A,N/A,N/A,,22.49,76.92,29.0,25.8,63.3
2026,Skyler Christmas,Jackson St.,G,So,,19.5,"5'5""",N/A,,,91.34,41.54,N/A,N/A,N/A,,32.1,98.46,11.0,9.8,8.5
2026,Aleah James,Saint Francis,G,Sr,,21.5,"5'7""",N/A,,,65.94,12.03,N/A,N/A,N/A,,28.67,95.33,27.0,28.8,66.2
2026,Zareia Chevre,Central Michigan,F,Sr,,21.5,"5'10""","5'11""",0.84,65.23,105.09,59.89,N/A,N/A,N/A,,13.91,20.55,17.0,26.4,38.8
2026,Za'Naria Robinson,Florida A&M,F,Jr,,20.5,"6'4""","6'1""",-2.72,8.03,85.73,33.65,N/A,N/A,N/A,,14.1,21.9,8.0,10.0,6.7
2026,Ciara Bailey,Norfolk St.,F,Sr,,21.5,"6'2""","6'3""",1.49,76.94,75.99,21.63,N/A,N/A,N/A,,14.29,23.33,20.0,18.2,33.1
2026,Destiney McPhaul,Mississippi St.,G,Sr,,21.5,"5'9""","5'10""",1.35,74.62,121.81,78.93,N/A,N/A,N/A,,23.16,80.31,31.0,28.5,71.2
2026,Sierra Jones,Louisiana,G,Sr,,21.5,"5'5""",N/A,,,87.34,35.49,N/A,N/A,N/A,,14.68,25.81,7.0,13.8,8.0
2026,Caleigh-Rose West,Western Kentucky,F,Sr,,21.5,"6'0""","5'10""",-1.93,16.46,55.33,5.17,N/A,N/A,N/A,,14.1,21.88,26.0,11.9,27.6
2026,Teionni McDaniel,Boston College,G,Sr,,21.5,"5'8""","5'11""",2.6,93.18,91.59,41.73,N/A,N/A,N/A,,27.22,92.69,24.0,24.1,46.4
2026,Jasmine Edwards,Detroit Mercy,F,Sr,,21.5,"6'0""","6'1""",0.71,62.56,108.67,64.53,N/A,N/A,N/A,,19.02,56.55,30.0,31.8,79.2
2026,Jumoke Adaramoye,UMKC,F,Sr,,21.5,"6'1""","6'2""",0.6,59.7,59.6,7.43,N/A,N/A,N/A,,16.51,38.73,12.0,11.6,12.8
2026,Tatum Greene,Florida St.,F,So,,19.5,"6'3""","6'0""",-2.59,9.51,114.66,72.15,N/A,N/A,N/A,,13.5,18.18,31.0,26.5,65.5
2026,Ainaya Williams,Southeast Missouri St.,F,So,,19.5,"6'1""","6'2""",0.92,66.76,120.76,77.95,N/A,N/A,N/A,,23.64,82.4,27.0,18.4,41.6
2026,Kyra Bruyndoncx,Davidson,G,So,,19.5,"5'11""","5'10""",-1.17,27.12,69.37,14.93,N/A,N/A,N/A,,17.42,44.98,30.0,28.1,63.0
2026,Logan Luebbers Palmer,Evansville,F,So,,19.5,"5'9""","5'10""",0.7,62.32,80.04,26.4,N/A,N/A,N/A,,22.78,78.34,18.0,29.1,39.4
2026,Candice Lienafa,Davidson,F,So,,19.5,"5'11""","6'0""",1.43,75.9,111.97,69.2,N/A,N/A,N/A,,20.92,68.69,33.0,14.1,34.7
2026,Emilia Dannebauer,UTSA,F,So,,19.5,"6'4""","5'11""",-4.77,0.85,97.63,49.62,N/A,N/A,N/A,,13.02,16.03,32.0,12.7,30.3
2026,Faith Curry,Northern Arizona,F,So,,19.5,"6'0""",N/A,,,55.73,5.37,N/A,N/A,N/A,,10.5,5.84,23.0,6.2,11.2
2026,Athena Tomlinson,Boston College,G,So,,19.5,"5'5""",N/A,,,112.66,70.09,N/A,N/A,N/A,,26.15,89.96,31.0,26.7,66.4
2026,Avery Waddington,Montana,F,So,,19.5,"6'3""","6'1""",-2.15,13.69,96.77,48.34,N/A,N/A,N/A,,26.33,90.55,29.0,33.1,80.2
2026,Fatou Sane,Duquesne,F,So,,19.5,"6'0""","5'11""",-0.57,38.06,72.24,17.87,N/A,N/A,N/A,,12.54,13.82,29.0,15.6,38.2
2026,Valentyna Kadlecova,Indiana,F,So,,19.5,"6'0""","5'10""",-1.86,17.47,66.06,12.13,N/A,N/A,N/A,,13.28,17.16,11.0,21.8,18.7
2026,Kayla Lorenz,UT Rio Grande Valley,G,So,,19.5,"6'1""","5'10""",-3.47,3.85,60.08,7.87,N/A,N/A,N/A,,15.74,33.23,30.0,16.2,36.2
2026,K'Nari Holliday,Texas A&M Corpus Chris,F,Sr,,21.5,"6'2""","6'2""",0.07,49.71,102.29,55.91,N/A,N/A,N/A,,20.04,64.12,26.0,19.7,45.8
2026,Jadyn Wooten,Oklahoma St.,G,So,,19.5,"5'6""",N/A,,,157.83,95.93,N/A,N/A,N/A,,32.88,98.69,32.0,27.8,67.4
2026,Imari Berry,Louisville,G,So,,19.5,"5'10""","6'0""",2.44,90.87,143.18,92.03,N/A,N/A,N/A,,25.93,89.45,37.0,23.5,58.2
2026,Gwen Jenkins,USC Upstate,G,So,,19.5,"5'9""","5'9""",-0.16,44.85,56.58,5.71,N/A,N/A,N/A,,13.69,19.2,29.0,23.0,57.9
2026,Ana Beatriz Passos Alves da Silva,Idaho,F,So,,19.5,"5'11""","5'11""",0.49,57.76,119.09,76.52,N/A,N/A,N/A,,17.08,42.74,33.0,20.4,50.5
2026,Kennedy Moore,Wake Forest,F,So,,19.5,"6'2""","6'0""",-2.42,11.14,86.11,34.26,N/A,N/A,N/A,,19.4,59.3,32.0,12.9,31.5
2026,Liz Freihofer,Eastern Kentucky,F,So,,19.5,"5'10""","6'0""",1.75,81.78,108.28,64.19,N/A,N/A,N/A,,17.83,48.02,32.0,35.8,90.7
2026,Hayden Barrier,Youngstown St.,G,So,,19.5,"5'7""",N/A,,,59.56,7.41,N/A,N/A,N/A,,17.45,45.2,30.0,12.9,27.8
2026,Sophia Gregory,Youngstown St.,F,So,,19.5,"6'2""","6'3""",0.9,66.31,128.25,84.26,N/A,N/A,N/A,,24.1,84.19,33.0,28.7,72.4
2026,Danielle Cameron,Youngstown St.,G,Fr,,18.5,"5'9""","5'10""",1.21,71.91,101.94,55.54,N/A,N/A,N/A,,16.88,41.31,33.0,32.1,81.9
2026,Erica King,Youngstown St.,G,So,,19.5,"5'7""",N/A,,,102.32,55.98,N/A,N/A,N/A,,21.01,69.2,33.0,33.2,84.4
2026,Tahj-Monet Bloom,Nevada,F,Fr,,18.5,"6'2""",N/A,,,61.23,8.54,N/A,N/A,N/A,,19.7,61.72,21.0,7.4,12.1
2026,Makenzie Brass,Northern Illinois,F,Fr,,18.5,"5'9""",N/A,,,185.73,98.96,N/A,N/A,N/A,,10.51,5.91,19.0,3.7,5.9
2026,Jamisyn Stinson,North Florida,F,So,,19.5,"5'11""","5'10""",-0.65,36.61,83.81,31.17,N/A,N/A,N/A,,20.41,66.13,28.0,26.7,66.2
2026,Raina McGowens,Furman,F,So,,19.5,"5'10""","5'11""",1.31,73.84,122.34,79.69,N/A,N/A,N/A,,20.08,64.41,27.0,29.4,76.3
2026,Clare Coyle,Furman,F,So,,19.5,"6'1""","6'2""",1.21,71.91,136.9,89.47,N/A,N/A,N/A,,21.98,74.34,27.0,31.7,83.9
2026,Nisea Burrell,Detroit Mercy,G,Sr,,21.5,"5'5""",N/A,,,110.12,66.67,N/A,N/A,N/A,,16.87,41.17,28.0,30.0,70.0
2026,Anovia Sheals,Austin Peay,F,So,,19.5,"5'10""","6'0""",2.23,88.06,125.42,82.22,N/A,N/A,N/A,,29.21,96.01,31.0,29.4,73.9
2026,Jordan Boddie,Florida A&M,G,Jr,,20.5,"5'6""",N/A,,,33.38,0.53,N/A,N/A,N/A,,18.05,49.62,14.0,10.4,12.2
2026,Sa'Mya Wyatt,St. John's,F,So,,19.5,"5'11""","6'0""",1.25,72.69,100.82,54.02,N/A,N/A,N/A,,23.95,83.67,34.0,24.2,60.5
2026,Rose Azmoudeh,Boston University,G,So,,19.5,"5'9""","5'9""",-0.48,39.64,71.53,16.97,N/A,N/A,N/A,,14.42,24.19,30.0,16.8,40.6
2026,Paula Pique,Cleveland St.,G,So,,19.5,"6'1""","5'11""",-2.31,12.13,100.11,53.11,N/A,N/A,N/A,,11.73,10.28,34.0,23.3,56.8
2026,Briana Rivera,Samford,G,So,,19.5,"5'5""",N/A,,,60.23,8.0,N/A,N/A,N/A,,17.08,42.83,32.0,30.8,78.1
2026,Dom Nesland,High Point,F,So,,19.5,"5'9""","5'11""",1.89,83.69,155.05,95.59,N/A,N/A,N/A,,16.2,36.67,28.0,25.9,58.4
2026,Jamiria Jones,Georgia Southern,F,So,,19.5,"5'9""","5'11""",2.13,86.87,83.54,30.9,N/A,N/A,N/A,,16.62,39.59,30.0,17.4,43.0
2026,Marley Long,William & Mary,F,So,,19.5,"6'2""","5'11""",-2.51,10.15,93.66,44.61,N/A,N/A,N/A,,13.33,17.29,27.0,17.4,39.2
2026,Sophia LeGoullon,William & Mary,F,So,,19.5,"6'1""","5'10""",-2.63,8.95,50.18,3.23,N/A,N/A,N/A,,11.68,9.91,17.0,9.4,13.5
2026,Heidi Smith,Montana St.,G,Fr,,18.5,"6'1""",N/A,,,139.1,90.7,N/A,N/A,N/A,,12.81,14.9,5.0,17.4,7.0
2026,Faith Fedd-Robinson,Toledo,F,So,,19.5,"5'11""","6'1""",2.19,87.51,115.63,72.94,N/A,N/A,N/A,,25.04,86.99,23.0,28.1,51.7
2026,Evalyse Cole,Toledo,F,So,,19.5,"6'2""","6'1""",-1.46,22.76,110.99,67.95,N/A,N/A,N/A,,17.28,44.02,26.0,25.3,52.7
2026,Alieghya Bartholomew,Grambling St.,G,Sr,,21.5,"5'8""","5'10""",1.84,83.08,91.3,41.41,N/A,N/A,N/A,,24.73,86.2,29.0,16.0,39.5
2026,Trinity Vance,Delaware,G,So,,19.5,"5'10""","5'9""",-0.7,35.62,56.57,5.69,N/A,N/A,N/A,,21.4,71.07,31.0,23.5,57.8
2026,Caya Smith,Oklahoma,G,So,,19.5,"6'0""","6'0""",0.03,48.82,139.47,90.9,N/A,N/A,N/A,,14.71,25.93,34.0,14.6,36.2
2026,Ines Gnahore,Austin Peay,F,Sr,,21.5,"5'9""","6'0""",2.88,95.28,89.46,38.78,N/A,N/A,N/A,,13.67,19.08,31.0,20.7,51.5
2026,Laini Dahlin,Cal St. Northridge,F,Sr,,21.5,"5'10""","5'10""",-0.08,46.95,74.28,19.82,N/A,N/A,N/A,,11.91,10.9,25.0,14.2,31.4
2026,Laila Hankerson,Colgate,G,Jr,,20.5,"5'6""",N/A,,,73.38,19.05,N/A,N/A,N/A,,18.01,49.4,30.0,15.9,38.5
2026,Ella Mahaffey,Colgate,G,So,,19.5,"5'7""",N/A,,,48.97,2.84,N/A,N/A,N/A,,14.97,27.33,19.0,6.3,9.6
2026,Elizabeth Gentry,Creighton,F,So,,19.5,"6'3""","5'11""",-3.84,2.65,84.25,31.58,N/A,N/A,N/A,,16.89,41.41,30.0,15.0,36.1
2026,Allison Heathcock,Creighton,F,So,,19.5,"6'1""","5'11""",-2.07,14.75,111.77,69.0,N/A,N/A,N/A,,18.81,54.71,31.0,28.9,72.0
2026,Shawnee Nordstrom,Cal Baptist,G,So,,19.5,"5'6""",N/A,,,97.05,48.71,N/A,N/A,N/A,,19.55,60.5,34.0,25.6,63.3
2026,Hannah Richardson,Lipscomb,F,So,,19.5,"6'1""","5'11""",-2.34,11.9,91.39,41.58,N/A,N/A,N/A,,15.5,31.17,28.0,21.0,52.8
2026,Magda Freire,Queens,G,So,,19.5,"5'8""","5'10""",2.16,87.27,81.8,28.61,N/A,N/A,N/A,,20.08,64.43,24.0,21.7,47.7
2026,Caitlin Frost,Stony Brook,F,So,,19.5,"6'1""","6'0""",-0.61,37.37,120.36,77.6,N/A,N/A,N/A,,20.29,65.66,30.0,30.1,77.9
2026,Riley Talbert,UAB,F,So,,19.5,"5'10""","5'11""",0.66,61.26,69.87,15.37,N/A,N/A,N/A,,11.13,7.83,24.0,9.5,17.5
2026,Kearra Jones,Southeast Missouri St.,F,Fr,,18.5,"6'1""","6'2""",0.84,65.23,104.54,58.96,N/A,N/A,N/A,,21.74,73.06,30.0,21.0,52.8
2026,Zoe Shaw,UC Santa Barbara,G,So,,19.5,"5'7""",N/A,,,108.15,63.94,N/A,N/A,N/A,,17.99,49.23,29.0,30.1,75.7
2026,Brianna Mead,Temple,G,So,,19.5,"5'7""",N/A,,,64.58,10.95,N/A,N/A,N/A,,17.94,48.88,31.0,12.4,29.7
2026,Shanaii Gamble,Coppin St.,F,So,,19.5,"6'0""","6'1""",0.68,61.87,124.21,81.36,N/A,N/A,N/A,,16.43,38.24,30.0,23.1,56.4
2026,Candela Garcia-Escribano,Stetson,F,So,,19.5,"5'11""","5'10""",-0.71,35.41,69.23,14.8,N/A,N/A,N/A,,12.59,13.99,26.0,11.8,24.3
2026,Candy Edokpaigbe,San Francisco,F,So,,19.5,"5'11""","6'0""",1.0,68.3,115.25,72.49,N/A,N/A,N/A,,23.14,80.14,33.0,33.3,83.5
2026,Sydnie Rodriguez,Seattle,F,So,,19.5,"6'0""","5'11""",-1.25,26.09,91.76,41.83,N/A,N/A,N/A,,17.02,42.3,21.0,25.3,49.2
2026,Cyanne Coe,Fairfield,F,So,,19.5,"6'0""","6'3""",2.6,93.18,160.42,96.67,N/A,N/A,N/A,,22.39,76.5,32.0,21.8,52.8
2026,Julia Karpell,Fairfield,G,So,,19.5,"5'11""",N/A,,,50.95,3.48,N/A,N/A,N/A,,18.87,55.15,19.0,4.0,6.0
2026,Reagan Wilson,Iowa St.,G,So,,19.5,"5'8""","5'10""",2.29,88.9,178.12,98.51,N/A,N/A,N/A,,16.4,37.95,28.0,9.0,20.3
2026,Mya Nicholson,Northern Iowa,F,So,,19.5,"5'9""","5'10""",0.88,66.0,112.97,70.48,N/A,N/A,N/A,,18.66,53.8,30.0,7.9,18.3
2026,Grace Foster,Utah,G,So,,19.5,"5'10""","5'10""",-0.14,45.3,71.89,17.48,N/A,N/A,N/A,,15.91,34.43,30.0,11.4,27.4
2026,Brooke Walker,Utah,G,So,,19.5,"5'9""","5'11""",2.14,87.07,90.91,40.82,N/A,N/A,N/A,,17.92,48.69,26.0,21.6,45.4
2026,Ellie McDermid,Bradley,F,So,,19.5,"6'1""","6'1""",-0.32,42.3,92.77,43.48,N/A,N/A,N/A,,16.34,37.56,32.0,26.2,65.4
2026,Lila Posthuma,Bradley,G,So,,19.5,"6'0""","5'10""",-2.09,14.54,116.61,73.8,N/A,N/A,N/A,,14.08,21.73,15.0,8.5,8.6
2026,Ke'iara Odume,Yale,F,So,,19.5,"5'11""","5'10""",-1.49,22.22,45.43,2.0,N/A,N/A,N/A,,16.36,37.7,27.0,21.2,52.2
2026,Vera Ojenuwa,Georgia,F,So,,19.5,"6'4""","6'0""",-4.4,1.54,71.8,17.41,N/A,N/A,N/A,,12.54,13.87,32.0,11.5,28.5
2026,Kaniya Boyd,Tennessee,G,So,,19.5,"5'9""","5'11""",1.57,78.54,109.24,65.39,N/A,N/A,N/A,,11.2,8.08,26.0,10.9,23.5
2026,Anna Lassan,Detroit Mercy,F,So,,19.5,"5'11""","5'11""",-0.0,48.27,106.26,61.41,N/A,N/A,N/A,,19.3,58.44,27.0,16.2,36.5
2026,Yannie Chan,Iona,F,Jr,,20.5,"5'10""","6'0""",1.82,82.86,87.84,36.33,N/A,N/A,N/A,,10.35,5.47,13.0,8.1,8.4
2026,JaNyla Bush,Missouri St.,G,So,,19.5,"5'3""",N/A,,,86.3,34.43,N/A,N/A,N/A,,22.07,74.85,36.0,14.7,36.7
2026,Ava Heiden,Iowa,F,So,,19.5,"6'4""","6'3""",-0.81,33.47,94.45,45.88,N/A,N/A,N/A,,27.08,92.42,34.0,25.8,63.7
2026,Emilie Bessell,Davidson,G,So,,19.5,"5'9""","5'10""",1.49,76.94,97.3,49.03,N/A,N/A,N/A,,17.28,44.04,32.0,14.1,33.7
2026,Edina Strausz,Davidson,F,So,,19.5,"6'3""","6'2""",-1.42,23.54,99.34,52.17,N/A,N/A,N/A,,24.85,86.47,32.0,13.7,32.8
2026,Tatum Boettjer,Western Kentucky,F,Jr,,20.5,"6'1""","5'11""",-2.22,12.82,25.39,0.18,N/A,N/A,N/A,,10.7,6.72,28.0,20.7,50.9
2026,Tia Shelling,Western Kentucky,G,Sr,,21.5,"5'8""","5'11""",2.75,94.43,126.21,82.89,N/A,N/A,N/A,,22.17,75.2,27.0,25.9,62.8
2026,Taylor Stremlow,Iowa,G,So,,19.5,"5'10""","5'11""",1.48,76.72,130.05,85.37,N/A,N/A,N/A,,24.22,84.63,34.0,24.6,60.9
2026,Delaney Gibb,BYU,G,So,,19.5,"5'10""","6'0""",1.52,77.59,122.84,80.11,N/A,N/A,N/A,,34.89,99.37,30.0,32.8,64.8
2026,Mia Hammonds,UTSA,F,So,,19.5,"6'3""","6'1""",-2.19,13.25,96.76,48.29,N/A,N/A,N/A,,16.25,36.99,33.0,26.2,65.3
2026,Damara Allen,UTSA,F,So,,19.5,"5'10""","5'11""",0.95,67.47,90.08,39.42,N/A,N/A,N/A,,19.73,61.93,33.0,27.9,69.7
2026,Asha Walker,Texas A&M Corpus Chris,F,Jr,,20.5,"5'10""","5'9""",-0.69,35.86,51.98,3.75,N/A,N/A,N/A,,14.02,21.36,28.0,27.8,69.4
2026,Devin Coppinger,Washington,F,So,,19.5,"5'10""","5'11""",1.24,72.55,105.78,60.75,N/A,N/A,N/A,,12.33,12.74,33.0,18.0,44.1
2026,Sarah Hurley,Cleveland St.,F,So,,19.5,"6'1""","5'11""",-2.41,11.28,80.4,26.89,N/A,N/A,N/A,,9.89,4.36,32.0,20.6,48.2
2026,Brenae Jones-Grant,Queens,F,So,,19.5,"6'1""","6'1""",-0.18,44.54,119.13,76.55,N/A,N/A,N/A,,18.22,50.63,27.0,22.6,54.7
2026,Hillary Offing,Purdue Fort Wayne,F,So,,19.5,"5'11""","6'0""",0.64,60.6,66.26,12.37,N/A,N/A,N/A,,19.91,63.27,26.0,8.6,16.0
2026,Faith Wiseman,Indiana,F,So,,19.5,"6'4""",N/A,,,91.03,41.09,N/A,N/A,N/A,,8.48,1.88,15.0,6.3,7.4
2026,Elena Pericic,Appalachian St.,F,Sr,,21.5,"6'1""","5'11""",-2.06,14.94,83.24,30.45,N/A,N/A,N/A,,19.6,60.92,28.0,25.6,64.6
2026,Juliann Woodard,Michigan St.,F,So,,19.5,"6'0""","6'1""",0.75,63.41,110.75,67.56,N/A,N/A,N/A,,19.27,58.22,26.0,9.0,18.1
2026,Ines Sotelo,Michigan St.,F,So,,19.5,"6'3""","6'1""",-2.1,14.38,101.32,54.73,N/A,N/A,N/A,,16.72,40.28,23.0,24.0,42.9
2026,Maddy McDaniel,South Carolina,G,So,,19.5,"5'9""","5'10""",1.37,74.86,275.34,99.94,N/A,N/A,N/A,,17.3,44.12,33.0,19.7,40.6
2026,Jasmine Felton,Campbell,,So,,19.5,"5'11""","6'1""",1.55,78.12,121.46,78.71,N/A,N/A,N/A,,17.4,44.85,30.0,31.8,81.1
2026,Olivia Tucker,Campbell,G,So,,19.5,"5'7""",N/A,,,78.68,24.83,N/A,N/A,N/A,,21.55,71.9,30.0,31.8,80.7
2026,Emerson Thompson,Campbell,,So,,19.5,"5'10""",N/A,,,50.47,3.33,N/A,N/A,N/A,,13.95,20.82,28.0,7.6,15.5
2026,Ciara Alexander,Campbell,F,So,,19.5,"6'0""","6'1""",0.86,65.6,135.71,88.71,N/A,N/A,N/A,,20.59,66.97,29.0,21.1,51.6
2026,Jordan Brooks,Bethune Cookman,G,So,,19.5,"5'3""",N/A,,,98.51,50.7,N/A,N/A,N/A,,22.82,78.59,25.0,22.3,47.3
2026,Laila Lancaster,Tennessee St.,F,So,,19.5,"6'5""","6'1""",-4.48,1.27,71.88,17.46,N/A,N/A,N/A,,7.59,1.09,22.0,12.1,23.0
2026,Mya Johnson,Bethune Cookman,F,So,,19.5,"6'2""","6'2""",-0.32,42.3,107.15,62.57,N/A,N/A,N/A,,18.13,50.16,28.0,15.4,38.1
2026,Ava Sawi,Radford,G,So,,19.5,"5'7""",N/A,,,94.59,46.01,N/A,N/A,N/A,,23.37,81.27,17.0,5.9,6.4
2026,Mia Woolfolk,Georgia,F,So,,19.5,"6'3""","6'1""",-1.74,18.86,121.2,78.44,N/A,N/A,N/A,,24.57,85.91,30.0,23.1,53.6
2026,Indya Davis,Georgetown,F,So,,19.5,"5'10""",N/A,,,149.25,94.16,N/A,N/A,N/A,,25.94,89.5,23.0,6.7,12.4
2026,Angelina Nice,Radford,F,So,,19.5,"6'0""","6'0""",-0.14,45.3,99.5,52.32,N/A,N/A,N/A,,21.86,73.65,34.0,21.9,54.4
2026,Natalie Fox,William & Mary,F,So,,19.5,"6'4""","6'1""",-2.93,6.25,122.05,79.45,N/A,N/A,N/A,,20.87,68.34,30.0,26.4,65.7
2026,Heaven Samayoa-Mathis,UTEP,G,Sr,,21.5,"5'7""",N/A,,,108.0,63.65,N/A,N/A,N/A,,19.36,58.83,28.0,26.8,67.2
2026,Audrey Biggs,Pittsburgh,G,So,,19.5,"6'0""","5'9""",-3.18,4.94,87.18,35.42,N/A,N/A,N/A,,11.43,8.98,21.0,9.6,16.8
2026,Tajianna Roberts,Louisville,G,So,,19.5,"5'10""","5'10""",0.25,53.12,142.17,91.83,N/A,N/A,N/A,,23.8,83.1,37.0,29.1,71.9
2026,Reagan Bender,Louisville,G,So,,19.5,"5'10""","5'11""",1.49,76.94,145.32,92.94,N/A,N/A,N/A,,17.66,46.82,20.0,10.8,14.5
2026,Payton Richard,Richmond,G,So,,19.5,"6'0""",N/A,,,39.63,0.92,N/A,N/A,N/A,,10.76,6.84,27.0,5.3,10.5
2026,Aimee Flippen,Abilene Christian,F,So,,19.5,"6'4""",N/A,,,77.91,23.75,N/A,N/A,N/A,,16.61,39.52,23.0,6.1,11.0
2026,Shelby Bowman,Western Illinois,G,So,,19.5,"5'6""",N/A,,,475.77,99.96,N/A,N/A,N/A,,19.57,60.72,18.0,6.1,7.6
